model_label,model,condition,protected_attr,threshold,auroc,auprc,ks,f1,demographic_parity_diff,equal_opportunity_diff,equalized_odds_diff,disparate_impact_ratio,passes_4_5_rule
XGBoost,XGBoost,baseline,GENDER,0.47579801082611084,0.760497309387439,0.2458811511598461,0.3891528612844299,0.2704586420989385,0.16367415969674826,0.1357715535073346,0.15318263037315172,0.6216108095647072,False
XGBoost,XGBoost,baseline,AGE,0.47579801082611084,0.760497309387439,0.2458811511598461,0.3891528612844299,0.2704586420989385,0.1966609356439654,0.22203445558260382,0.22203445558260382,0.4978358139005273,False
XGBoost,XGBoost,ablated,GENDER,0.49678418040275574,0.7554418354638327,0.23970156885843275,0.37898749807497867,0.2727079886300963,0.10484978254538724,0.07627528557132257,0.09460295391897616,0.7176156187505979,False
XGBoost,XGBoost,ablated,AGE,0.49678418040275574,0.7554418354638327,0.23970156885843275,0.37898749807497867,0.2727079886300963,0.1788576527766034,0.2201681077352023,0.2201681077352023,0.5072066903912338,False
TabNet,TabNet,baseline,GENDER,0.5500007271766663,0.7543164402756043,0.23331328942425628,0.37877950492671886,0.27061469265367316,0.15631407018801619,0.12773870962736145,0.14625299275681347,0.6208102388170091,False
TabNet,TabNet,baseline,AGE,0.5500007271766663,0.7543164402756043,0.23331328942425628,0.37877950492671886,0.27061469265367316,0.18459858821493977,0.2225783522749753,0.2225783522749753,0.5038425617044996,False
TabNet,TabNet,ablated,GENDER,0.5449133515357971,0.7442697168053556,0.2190201227780976,0.3671985122644033,0.26431397884196073,0.09317061766781787,0.0634528467656491,0.08328611568347583,0.7567792808617285,False
TabNet,TabNet,ablated,AGE,0.5449133515357971,0.7442697168053556,0.2190201227780976,0.3671985122644033,0.26431397884196073,0.18755890163611572,0.2300048614177604,0.2300048614177604,0.5132337325305371,False
